Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-815928,2020-01-24,Farm bureau,275793,544.17,97.99,642.16,42.45,684.61
452-815738,2020-01-24,STATEFARM,551536241,0,0,0,0,0
452-815688,2020-01-24,STATEFARM,551533862,0,0,0,0,0
452-815090,2020-01-24,AMERICAN FAMILY,258955,932.36,99.9,1032.26,72.72,1104.98
452-814017,2020-01-24,PEKIN,220589,393.34,132,525.34,30.68,556.02
452-813852,2020-01-24,USAA,219882,1722.19,314.61,2036.8,134.33,2171.13
452-812333,2020-01-24,Cash Job,,250.45,130.01,380.46,19.54,400
452-807783,2020-01-24,CSE,150677,289.96,147.4,437.36,22.62,459.98
452-823431,2020-01-26,TRACIE HMIELESKI,,0,40,40,0,40
452-823430,2020-01-26,HAVANNAH BURNES,,0,40,40,0,40
452-823817,2020-01-27,PROGRESSIVE,355097,0,80,80,0,80
452-823427,2020-01-27,GEICO,934848,428.88,119.99,548.87,33.46,582.33
452-822824,2020-01-27,Cash Job,,49.5,196.64,246.14,3.86,250
452-822386,2020-01-27,AUTO OWNERS ,551779276,495.19,125,620.19,38.62,658.81
452-822263,2020-01-27,GEICO,278187,292.17,136,428.17,22.79,450.96
452-822256,2020-01-27,NATIONWIDE,356497,401.98,156,557.98,31.35,589.33
452-822136,2020-01-27,STATEFARM,551780053,0,0,0,0,0
452-822023,2020-01-27,STATEFARM,551786175,0,0,0,0,0
452-821449,2020-01-27,LIBERTY MUTUAL,346468,587.5,198.69,786.19,45.82,832.01
452-821036,2020-01-27,PEKIN,368581,647.13,132,779.13,50.48,829.61
452-820724,2020-01-27,Cash Job,,77,121.99,198.99,6.01,205
452-820590,2020-01-27,PROGRESSIVE,356301,968.45,263.5,1231.95,75.54,1307.49
452-820580,2020-01-27,GEICO,322627,506.77,732,1238.77,39.53,1278.3
452-819850,2020-01-27,SAFECO,343922,646.22,190.62,836.84,50.4,887.24
452-819582,2020-01-27,MIKE FRIES,,95.35,222.21,317.56,7.44,325
452-819402,2020-01-27,NATIONAL GENERAL INSURANCE,344732,1498,400,1898,116.84,2014.84
452-819400,2020-01-27,FARMERS,273372,304.34,134.85,439.19,23.74,462.93
452-818620,2020-01-27,USAA,287214,447.72,132,579.72,34.92,614.64
452-818228,2020-01-27,STATEFARM,551223839,550.71,113.1,663.81,42.96,706.77
452-817090,2020-01-27,FARMERS,277500,739.6,143.55,883.15,57.69,940.84
452-816926,2020-01-27,USAA,182192,485.39,765.51,1250.9,37.86,1288.76
452-815955,2020-01-27,STATEFARM,551541598,0,0,0,0,0
452-815932,2020-01-27,STATEFARM,551538082,0,0,0,0,0
452-815926,2020-01-27,Cash Job,,78.41,170.47,248.88,6.12,255
452-813847,2020-01-27,USAA,095629,326.08,152.01,478.09,25.43,503.52
452-825525,2020-01-28,FARMERS,277500,0,1200,1200,0,1200
452-824651,2020-01-28,FARMERS,387020,320.86,169.65,490.51,25.03,515.54
452-824055,2020-01-28,LIBERTY MUTUAL,421128,195.14,76.71,271.85,15.22,287.07
452-823436,2020-01-28,STATEFARM,551823895,171.24,66.3,237.54,13.36,250.9
452-823435,2020-01-28,NATIONWIDE PRIVATE,402721,4194.47,812.5,5006.97,327.17,5334.14
452-823426,2020-01-28,AAA,405822,330.39,150.5,480.89,25.77,506.66
452-822620,2020-01-28,BRISTOL WEST,551808381,358.01,118.99,477,27.93,504.93
452-822611,2020-01-28,USAA,369624,265.77,160,425.77,20.73,446.5
452-822597,2020-01-28,USAA,257268,363.89,145.4,509.29,28.38,537.67
452-822345,2020-01-28,DAN DOBLANKO,,243.65,162.35,406,19,425
452-822248,2020-01-28,LIBERTY MUTUAL,375833,380,216.97,596.97,29.63,626.6
452-822035,2020-01-28,FARMERS,280849,125.9,139.2,265.1,9.82,274.92
452-821467,2020-01-28,NINA PETERSON,,107.64,108.96,216.6,8.39,224.99
452-819585,2020-01-28,STATEFARM,551069484,0,0,0,0,0
452-815100,2020-01-28,GEICO,831646,261.6,128,389.6,20.4,410
452-826511,2020-01-29,Esurance,459240,302.62,701.5,1004.12,23.6,1027.72
452-826257,2020-01-29,STATEFARM,551937521,181.64,148.2,329.84,14.17,344.01
452-826239,2020-01-29,Central Insurance,448205,251.51,124,375.51,19.62,395.13
452-824833,2020-01-29,TRAVELERS,433550,1822.3,380,2202.3,142.14,2344.44
452-824723,2020-01-29,DANNY NICHOLS,,184.74,160.59,345.33,14.41,359.74
452-824695,2020-01-29,DANNY NICHOLS,,208.01,158.78,366.79,16.22,383.01
452-824312,2020-01-29,USAA,393743,794.29,1193.56,1987.85,61.95,2049.8
452-823432,2020-01-29,TRAVELERS,399665,1888.51,400,2288.51,147.31,2435.82
452-822616,2020-01-29,GEICO,384283,446.76,208,654.76,34.85,689.61
452-822038,2020-01-29,Kemper,385758,354.4,92,446.4,27.64,474.04
452-819263,2020-01-29,NATIONAL GENERAL INSURANCE,333286,1551.45,560,2111.45,121.01,2232.46
452-815935,2020-01-29,JESSICA ROSIERRE,,31.53,116.01,147.54,2.46,150
452-813546,2020-01-29,Cash Job,,91.36,75,166.36,7.13,173.49
452-787023,2020-01-29,PEKIN,709192,648.11,191.99,840.1,50.56,890.66
452-827515,2020-01-30,Kemper,263651,447.72,132,579.72,34.92,614.64
452-826111,2020-01-30,USAA,363756,461.35,153.3,614.65,35.99,650.64
452-824876,2020-01-30,Cash Job,,79.5,164.3,243.8,6.2,250
452-824827,2020-01-30,Legacy,405939,922.13,90,1012.13,71.93,1084.06
452-823429,2020-01-30,FARMERS,360796,177,126.15,303.15,13.81,316.96
452-821030,2020-01-30,LIBERTY MUTUAL,363754,630.79,838.23,1469.02,49.2,1518.22
452-814959,2020-01-30,GEICO,787648,428.88,119.99,548.87,33.46,582.33
452-830759,2020-01-31,NATIONAL GENERAL INSURANCE,472209,1818.7,540,2358.7,141.86,2500.56
452-829118,2020-01-31,FARMERS,468097,158.05,121.8,279.85,12.33,292.18
452-829019,2020-01-31,USAA,460493,378.6,112,490.6,29.53,520.13
452-829016,2020-01-31,ALLSTATE,461229,190.69,133,323.69,14.87,338.56
452-829012,2020-01-31,PROGRESSIVE,479757,511.75,235.5,747.25,39.92,787.17
452-829004,2020-01-31,AAA,479540,416.69,119,535.69,32.5,568.19
452-828545,2020-01-31,USAA,447935,174.05,89.18,263.23,13.58,276.81
452-828134,2020-01-31,Cash Job,,99.88,147.33,247.21,7.79,255
452-827822,2020-01-31,Cash Job,,70.59,133.9,204.49,5.51,210
452-827543,2020-01-31,TRAVELERS,461604,1790.1,550,2340.1,139.63,2479.73
452-827528,2020-01-31,PROGRESSIVE,409121,898.65,289,1187.65,70.09,1257.74
452-826238,2020-01-31,CSE,452518,289.96,147.4,437.36,22.62,459.98
452-824657,2020-01-31,ALLSTATE,376008,268.46,115.5,383.96,20.94,404.9
452-815930,2020-01-31,TRAVELERS,278348,1762.07,537.5,2299.57,137.44,2437.01
452-830795,2020-02-02,AMERICAN FAMILY,520412,317.87,103.6,421.47,24.79,446.26
452-830693,2020-02-02,NATIONWIDE,516452,207.09,132,339.09,16.15,355.24
452-830687,2020-02-02,Kemper,516131,244.11,132,376.11,19.04,395.15
452-829830,2020-02-02,PROGRESSIVE,154942,460.97,303.5,764.47,35.96,800.43
452-829238,2020-02-02,GEICO,450276,514.98,720,1234.98,40.17,1275.15
452-829051,2020-02-02,GEICO,388826,802.72,715.99,1518.71,62.62,1581.33
452-828878,2020-02-02,USAA,461354,421.65,712,1133.65,32.89,1166.54
452-828809,2020-02-02,AMERICAN FAMILY,488459,265.91,122.09,388,20.75,408.75
452-827568,2020-02-02,Cash Job,,79.2,159.62,238.82,6.18,245
452-827520,2020-02-02,LIBERTY MUTUAL,370859,232.94,216.52,449.46,18.17,467.63
452-821023,2020-02-02,Legacy,324831,263.64,90,353.64,20.56,374.2
452-820579,2020-02-02,PROGRESSIVE,264570,830.95,337.5,1168.45,64.81,1233.26
452-831394,2020-02-03,TRAVELERS,526023,1753.84,550,2303.84,136.8,2440.64
452-831389,2020-02-03,AMERICAN FAMILY,529417,163.55,92.5,256.05,12.76,268.81
452-830609,2020-02-03,STATEFARM,552075922,294.4,113.1,407.5,22.96,430.46
452-830600,2020-02-03,STATEFARM,552079340,573.21,144.3,717.51,44.71,762.22
452-830570,2020-02-03,GEICO,467984,476.73,115.92,592.65,37.18,629.83
452-829397,2020-02-03,STATEFARM,552058858,552.51,206.7,759.21,43.09,802.3
452-829015,2020-02-03,STATEFARM,551982284,168.46,89.7,258.16,13.14,271.3
452-828824,2020-02-03,STATEFARM,552045055,328.45,101.4,429.85,25.62,455.47
452-827751,2020-02-03,STATEFARM,52004057,369.25,132.6,501.85,28.8,530.65
452-827742,2020-02-03,STATEFARM,552001864,0,0,0,0,0
452-827714,2020-02-03,AAA,438122,299.37,105,404.37,23.35,427.72
452-826352,2020-02-03,Country Financial ,551955414,363.34,100,463.34,28.34,491.68
452-824874,2020-02-03,Country Financial ,551896701,452.82,78.44,531.26,35.32,566.58
452-824840,2020-02-03,STATEFARM,551896191,0,0,0,0,0
452-824309,2020-02-03,STATEFARM,551862858,311.85,117,428.85,24.32,453.17
452-833982,2020-02-04,TRAVELERS,529255,1916.21,425,2341.21,149.46,2490.67
452-833949,2020-02-04,TRAVELERS,529242,1642.12,600,2242.12,128.09,2370.21
452-831393,2020-02-04,GEICO,512072,623.05,590,1213.05,48.6,1261.65
452-831382,2020-02-04,TRAVELERS,533424,1677.65,660,2337.65,130.86,2468.51
452-830794,2020-02-04,PROGRESSIVE,513840,851.73,255,1106.73,66.43,1173.16
452-830587,2020-02-04,GEICO,340458,534.62,394,928.62,41.7,970.32
452-827570,2020-02-04,USAA,395645,148.98,132,280.98,11.62,292.6
452-827535,2020-02-04,Legacy,452929,589.46,340,929.46,45.98,975.44
452-826404,2020-02-04,ALLSTATE,394660,259.33,691,950.33,20.23,970.56
452-804288,2020-02-04,NATIONWIDE PRIVATE,099711,12815.73,1115,13930.73,999.63,14930.36
452-834291,2020-02-05,SAFECO,536313,638.46,215.82,854.28,49.8,904.08
452-834286,2020-02-05,STATEFARM,552229318,140.4,109.2,249.6,10.95,260.55
452-832754,2020-02-05,Mercury ,554036614,536.07,100,636.07,41.81,677.88
452-832747,2020-02-05,USAA,518636,244.99,115.66,360.65,19.1,379.75
452-832739,2020-02-05,USAA,528677,252.87,117.3,370.17,19.72,389.89
452-831851,2020-02-05,USAA,530473,279.69,91.88,371.57,21.82,393.39
452-831397,2020-02-05,STATEFARM,552109630,242.3,101.4,343.7,18.9,362.6
452-831396,2020-02-05,PROGRESSIVE,472481,619.33,272,891.33,48.31,939.64
452-831385,2020-02-05,STATEFARM,552117099,514.6,167.7,682.3,40.14,722.44
452-830681,2020-02-05,STATEFARM,552088439,573.94,120.9,694.84,44.77,739.61
452-830583,2020-02-05,GEICO,474180,273.75,112,385.75,21.35,407.1
452-827550,2020-02-05,AMERICAN FAMILY,310276,890.65,718.41,1609.06,69.47,1678.53
452-835634,2020-02-06,TRAVELERS,602276,1687.5,580,2267.5,131.63,2399.13
452-835632,2020-02-06,TRAVELERS,602326,1470.91,675,2145.91,114.73,2260.64
452-835629,2020-02-06,TRAVELERS,600783,2011.94,270,2281.94,156.93,2438.87
452-835619,2020-02-06,PROGRESSIVE,578464,547.19,280.49,827.68,42.69,870.37
452-834901,2020-02-06,SHALECE FIACK,,67.51,436.91,504.42,5.27,509.69
452-834742,2020-02-06,Cash Job,,159.13,178.46,337.59,12.41,350
452-832736,2020-02-06,MAX  MCGUIRE ,,59.4,220.97,280.37,4.63,285
452-832713,2020-02-06,AMERICAN FAMILY,556955,255.81,711,966.81,19.95,986.76
452-831400,2020-02-06,GEICO,482117,0,60,60,0,60
452-831383,2020-02-06,STATEFARM,552112003,518.05,128.7,646.75,40.41,687.16
452-830634,2020-02-06,AMERICAN FAMILY,513680,294.13,122.1,416.23,22.95,439.18
452-828920,2020-02-06,DUNCAN SYSTEMS,469272,2820,950,3770,219.96,3989.96
452-827640,2020-02-06,USAA,395692,273.36,140.06,413.42,21.32,434.74
452-836905,2020-02-07,GEICO,590376,257.66,156,413.66,20.1,433.76
452-836890,2020-02-07,PROGRESSIVE,571699,298,227,525,23.24,548.24
452-836889,2020-02-07,PROGRESSIVE,598268,566.05,221,787.05,44.15,831.2
452-836879,2020-02-07,FARMERS,583631,233.97,174,407.97,18.25,426.22
452-836826,2020-02-07,Cash Job,,41.09,180.7,221.79,3.21,225
452-836445,2020-02-07,PROGRESSIVE,545769,606.55,821,1427.55,47.31,1474.86
452-835621,2020-02-07,AMERICAN FAMILY,593481,426.57,159.1,585.67,33.27,618.94
452-835613,2020-02-07,ALLSTATE,578159,493.53,103.11,596.64,38.5,635.14
452-832752,2020-02-07,FARMERS,493936,266.53,126.15,392.68,20.79,413.47
452-832727,2020-02-07,PROGRESSIVE,460684,563.2,272,835.2,43.93,879.13
452-831398,2020-02-07,AMERICAN FAMILY,523907,1298.6,166.5,1465.1,101.29,1566.39
452-830593,2020-02-07,HALLMARK,552037273,690,220,910,53.82,963.82
452-827753,2020-02-07,Cash Job,,62.74,237.37,300.11,4.89,305
452-840228,2020-02-10,TRAVELERS,630539,0,250,250,0,250
452-840184,2020-02-10,Cash Job,,61.6,188.6,250.2,4.8,255
452-840048,2020-02-10,ALLSTATE,394660,0,0,0,0,0
452-838936,2020-02-10,NATIONWIDE,647435,222.97,716,938.97,17.39,956.36
452-838935,2020-02-10,CORY REYNOLDS,,48.31,177.92,226.23,3.77,230
452-838933,2020-02-10,STATEFARM,552394440,646.61,198.9,845.51,50.44,895.95
452-838874,2020-02-10,AAA,652607,207.84,140,347.84,16.21,364.05
452-838873,2020-02-10,AMICA,652333,1703.95,650,2353.95,132.91,2486.86
452-838042,2020-02-10,GEICO,599814,508.25,152,660.25,39.64,699.89
452-838041,2020-02-10,AMERICAN FAMILY,631891,259.83,107.3,367.13,20.27,387.4
452-838020,2020-02-10,LIBERTY MUTUAL,518694,536.34,179.64,715.98,41.83,757.81
452-836895,2020-02-10,TRAVELERS,596299,1976.9,360,2336.9,154.2,2491.1
452-836876,2020-02-10,Cash Job,,58.3,47.15,105.45,4.55,110
452-836847,2020-02-10,USAA,516505,255.42,716.43,971.85,19.92,991.77
452-836846,2020-02-10,STATEFARM,552329711,427.71,132.6,560.31,33.36,593.67
452-836842,2020-02-10,USAA,519453,357.65,166.33,523.98,27.9,551.88
452-835637,2020-02-10,STATEFARM,552287520,117.83,93.6,211.43,9.19,220.62
452-835635,2020-02-10,STATEFARM,552287563,117.83,93.6,211.43,9.19,220.62
452-835622,2020-02-10,PROGRESSIVE,598263,328.14,212.5,540.64,25.59,566.23
452-835296,2020-02-10,Cash Job,,55.59,120.07,175.66,4.34,180
452-834280,2020-02-10,MeTLife,581124,257.94,105,362.94,20.11,383.05
452-834274,2020-02-10,STATEFARM,552238678,515.23,117,632.23,40.18,672.41
452-833876,2020-02-10,GEICO,490880,233.9,704,937.9,18.24,956.14
452-833873,2020-02-10,GEICO,569466,212.28,116,328.28,16.56,344.84
452-833867,2020-02-10,STATEFARM,552213063,490.27,132.6,622.87,38.24,661.11
452-832745,2020-02-10,GEICO,490854,677.39,510,1187.39,52.84,1240.23
452-832725,2020-02-10,GEICO,529990,275.18,120,395.18,21.46,416.64
452-832723,2020-02-10,AMERICAN FAMILY,548936,502.37,103.6,605.97,39.18,645.15
452-832722,2020-02-10,AMERICAN FAMILY,550056,122.02,81.4,203.42,9.52,212.94
452-831388,2020-02-10,STATEFARM,552114944,394.56,210.6,605.16,30.78,635.94
452-831384,2020-02-10,TRAVELERS,527891,1738.13,600,2338.13,135.57,2473.7
452-831381,2020-02-10,STATEFARM,552118028,291.5,659.9,951.4,22.74,974.14
452-829036,2020-02-10,SAFECO,404920,658.85,928.81,1587.66,51.39,1639.05
452-829026,2020-02-10,SAFECO,404980,887.2,823,1710.2,69.2,1779.4
452-839673,2020-02-11,PROGRESSIVE,620474,449.71,124,573.71,35.08,608.79
452-839652,2020-02-11,STATEFARM,552416444,407.05,113.1,520.15,31.75,551.9
452-838875,2020-02-11,AAA,652771,254.4,126,380.4,19.85,400.25
452-838301,2020-02-11,MeTLife,643025,453.51,705,1158.51,35.37,1193.88
452-833880,2020-02-11,USAA,560105,333.09,144.01,477.1,25.98,503.08
452-831399,2020-02-11,GEICO,482233,249.5,156,405.5,19.46,424.96
452-843258,2020-02-12,GEICO,153287,0,60,60,0,60
452-842018,2020-02-12,GEICO,677967,476.73,124,600.73,37.18,637.91
452-842002,2020-02-12,USAA,615389,447.46,775.54,1223,34.9,1257.9
452-842000,2020-02-12,Hartford,659779,324.91,715.5,1040.41,25.34,1065.75
452-840893,2020-02-12,STATEFARM,552465453,557.26,120.9,678.16,43.47,721.63
452-840887,2020-02-12,STATEFARM,552465283,407.35,413.1,820.45,31.77,852.22
452-840594,2020-02-12,ALLSTATE,622378,290.25,108.5,398.75,22.64,421.39
452-840588,2020-02-12,Cash Job,,96,96.51,192.51,7.49,200
452-840578,2020-02-12,Cash Job,,58.13,167.34,225.47,4.53,230
452-838872,2020-02-12,AMERICAN FAMILY,648000,471.97,696.2,1168.17,36.81,1204.98
452-838300,2020-02-12,NATIONAL GENERAL INSURANCE,640190,1828.62,459.99,2288.61,142.64,2431.25
452-836881,2020-02-12,NATIONAL GENERAL INSURANCE,612705,441.45,560,1001.45,34.43,1035.88
452-844443,2020-02-13,GUADUALUPE HERRERA,0,0,50,50,0,50
452-843304,2020-02-13,Mercury ,552559393,338.1,100,438.1,26.37,464.47
452-843291,2020-02-13,PROGRESSIVE,686286,356.25,289,645.25,27.79,673.04
452-843277,2020-02-13,GEICO,694438,209.87,152,361.87,16.37,378.24
452-843253,2020-02-13,STATEFARM,552559008,492.44,128.7,621.14,38.41,659.55
452-842019,2020-02-13,GEICO,677961,514.98,720,1234.98,40.17,1275.15
452-842016,2020-02-13,AMERICAN FAMILY,700381,240.11,144.3,384.41,18.73,403.14
452-842013,2020-02-13,STATEFARM,552553638,543.22,120.9,664.12,42.37,706.49
452-842012,2020-02-13,Cash Job,,59.78,145.56,205.34,4.66,210
452-842011,2020-02-13,AMERICAN FAMILY,707946,377.16,125.8,502.96,29.42,532.38
452-842010,2020-02-13,AMERICAN FAMILY,708085,249.69,96.2,345.89,19.48,365.37
452-842009,2020-02-13,AAA,709110,205.04,140,345.04,15.99,361.03
452-842008,2020-02-13,AMERICAN FAMILY,708387,251.97,118.4,370.37,19.65,390.02
452-842006,2020-02-13,Selective Insurance,710541,439,0,439,34.24,473.24
452-842004,2020-02-13,GEICO,649371,476.73,124,600.73,37.18,637.91
452-840587,2020-02-13,SAFECO,642160,289.21,209.52,498.73,22.56,521.29
452-840586,2020-02-13,STATEFARM,552391255,350.99,136.5,487.49,27.38,514.87
452-840584,2020-02-13,STATEFARM,552462934,161.95,85.8,247.75,12.63,260.38
452-840581,2020-02-13,STATEFARM,552391247,465.59,132.6,598.19,36.32,634.51
452-840580,2020-02-13,STATEFARM,552391204,584.26,230.1,814.36,45.57,859.93
452-840318,2020-02-13,AUTO OWNERS ,639657,697.04,725,1422.04,54.37,1476.41
452-845565,2020-02-14,GEICO,121209,0,60,60,0,60
452-844646,2020-02-14,AUTO OWNERS ,552564524,244.49,125,369.49,19.07,388.56
452-844597,2020-02-14,STATEFARM,552591874,417.35,120.9,538.25,32.55,570.8
452-844584,2020-02-14,ERIE INSURANCE ,741403,1825.91,530,2355.91,142.42,2498.33
452-844574,2020-02-14,BRISTOL WEST,552604801,364.4,108.5,472.9,28.43,501.33
452-844080,2020-02-14,NATIONAL GENERAL INSURANCE,740338,1632.09,530,2162.09,127.3,2289.39
452-843526,2020-02-14,TRAVELERS,732079,1687.25,470,2157.25,131.61,2288.86
452-843524,2020-02-14,TRAVELERS,896459,1768.73,590,2358.73,137.96,2496.69
452-843165,2020-02-14,AMERICAN FAMILY,728365,213.43,111,324.43,16.65,341.08
452-842007,2020-02-14,AMERICAN FAMILY,708261,300.31,107.3,407.61,23.42,431.03
452-847901,2020-02-17,FARMERS,249357,0,600,600,0,600
452-846692,2020-02-17,TRAVELERS,782652,1888.7,540,2428.7,147.32,2576.02
452-846691,2020-02-17,TRAVELERS,781892,1799.28,510,2309.28,140.34,2449.62
452-846690,2020-02-17,TRAVELERS,782014,1698,620,2318,132.44,2450.44
452-846079,2020-02-17,STATEFARM,552644455,163.88,148.2,312.08,12.78,324.86
452-846069,2020-02-17,STATEFARM,552645389,664.69,428.7,1093.39,51.85,1145.24
452-846039,2020-02-17,TRAVELERS,765754,1823.72,530,2353.72,142.25,2495.97
452-844623,2020-02-17,TRAVELERS,717440,1180,1210,2390,92.04,2482.04
452-843290,2020-02-17,USAA,686689,378.21,144.67,522.88,29.5,552.38
452-843289,2020-02-17,SAFECO,688988,388.47,348.12,736.59,30.3,766.89
452-843153,2020-02-17,WARRANTY,,0,0,0,0,0
452-842021,2020-02-17,GEICO,677354,514.98,470,984.98,40.17,1025.15
452-842017,2020-02-17,USAA,651899,312.92,146.73,459.65,24.41,484.06
452-840605,2020-02-17,PROGRESSIVE,633583,891.53,365.5,1257.03,69.54,1326.57
452-838103,2020-02-17,LIBERTY MUTUAL,628061,191.42,140.8,332.22,14.93,347.15
452-836884,2020-02-17,STATEFARM,552287156,415.27,89.7,504.97,32.39,537.36
452-826213,2020-02-17,STATEFARM,551904240,199.85,113.1,312.95,15.59,328.54
452-846083,2020-02-18,FARMERS,708662,165.76,113.1,278.86,12.93,291.79
452-846080,2020-02-18,Infinity ,2000370461,1821.95,1190,3011.95,142.11,3154.06
452-846059,2020-02-18,GEICO,638993,206.21,140,346.21,16.09,362.3
452-846042,2020-02-18,FARMERS,745915,164.58,143.55,308.13,12.83,320.96
452-846003,2020-02-18,GEICO,768320,229.5,150,379.5,17.9,397.4
452-845557,2020-02-18,MICHAEL WHEELER,Cash job ,128.63,86.34,214.97,10.03,225
452-845469,2020-02-18,CYNTHIA AGNETTI,,81.81,96.81,178.62,6.38,185
452-844941,2020-02-18,ALLSTATE,752751,287.74,151.5,439.24,22.44,461.68
452-844650,2020-02-18,Mercury ,552593451,326.14,100,426.14,25.44,451.58
452-844649,2020-02-18,USAA,711278,172.14,158.58,330.72,13.43,344.15
452-844612,2020-02-18,Legacy,726287,958.79,407.86,1366.65,74.79,1441.44
452-844602,2020-02-18,STATEFARM,552591866,142.76,85.8,228.56,11.14,239.7
452-844572,2020-02-18,GEICO,711145,231.13,116,347.13,18.03,365.16
452-844569,2020-02-18,USAA,437015,235.21,117.55,352.76,18.35,371.11
452-843312,2020-02-18,PROGRESSIVE,614092,596.65,263.5,860.15,46.54,906.69
452-843307,2020-02-18,LIBERTY MUTUAL,466286,380,216.97,596.97,29.63,626.6
452-843295,2020-02-18,STATEFARM,552500046,675.59,167.7,843.29,52.7,895.99
452-843292,2020-02-18,STATEFARM,552480541,630,206.7,836.7,49.14,885.84
452-843255,2020-02-18,GEICO,478457,179.66,92,271.66,14.01,285.67
452-850407,2020-02-19,Cash Job,,40.7,141.13,181.83,3.17,185
452-848249,2020-02-19,BOBBIE  MCINTOSH ,,46.2,230.2,276.4,3.6,280
452-846779,2020-02-19,USAA,743623,341.2,314.5,655.7,26.61,682.31
452-846775,2020-02-19,PROGRESSIVE,780443,863.9,229.5,1093.4,67.38,1160.78
452-846773,2020-02-19,AAA,783136,355.09,133,488.09,27.7,515.79
452-846772,2020-02-19,Cash Job,,42.64,179.03,221.67,3.33,225
452-846769,2020-02-19,NATIONAL GENERAL INSURANCE,787344,1300.89,369.99,1670.88,101.48,1772.36
452-846767,2020-02-19,Electric,6549460a1,1516.77,430,1946.77,118.31,2065.08
452-846766,2020-02-19,AUTO OWNERS ,552681407,582.6,725,1307.6,45.44,1353.04
452-846765,2020-02-19,GEICO,973821,144.48,88,232.48,11.27,243.75
452-846764,2020-02-19,CHRIS SCHOFIELD,,237.51,298.96,536.47,18.53,555
452-846630,2020-02-19,Cash Job,,167.99,113.91,281.9,13.1,295
452-846288,2020-02-19,SAFECO,744241,611.37,812.22,1423.59,47.68,1471.27
452-846206,2020-02-19,PROGRESSIVE,583547,539,331.5,870.5,42.04,912.54
452-846205,2020-02-19,GEICO,732509 ,428.88,119.99,548.87,33.46,582.33
452-846038,2020-02-19,PEMCO,233611,0,200,200,0,200
452-840590,2020-02-19,PEKIN,679913,789.5,144,933.5,61.59,995.09
452-840582,2020-02-19,STATEFARM,552391182,506.64,128.7,635.34,39.52,674.86
452-827639,2020-02-19,LIBERTY MUTUAL,226973,312.74,197.85,510.59,24.4,534.99
452-851068,2020-02-20,Cash Job,,53.36,192.48,245.84,4.16,250
452-849863,2020-02-20,Country Financial ,552785989,554.17,700,1254.17,43.22,1297.39
452-848346,2020-02-20,FARMERS,786286,555,126.15,681.15,43.29,724.44
452-848342,2020-02-20,STATEFARM,552648450,600.1,356.4,956.5,46.81,1003.31
452-848338,2020-02-20,STATEFARM,552648574,280.03,144.3,424.33,21.84,446.17
452-848336,2020-02-20,NATIONWIDE,775622,393.64,124,517.64,30.7,548.34
452-848332,2020-02-20,Cash Job,,114.99,141.04,256.03,8.97,265
452-848305,2020-02-20,AAA,783185,399.01,108.5,507.51,31.12,538.63
452-848291,2020-02-20,STATEFARM,552744026,307.44,128.7,436.14,23.99,460.13
452-848272,2020-02-20,MeTLife,771799,323.76,701.5,1025.26,25.25,1050.51
452-848270,2020-02-20,STATEFARM,552727571,304.3,101.4,405.7,23.74,429.44
452-848265,2020-02-20,FARMERS,771336,251.59,143.55,395.14,19.62,414.76
